seasonID,team,date,home,opponent,win,offRtg,defRtg,netRtg,pace,ptsPerScoringAttempt,ftPercent,2PtPercent,3PtPercent,offRebPercent,defRebPercent,assistPercent,blockPercent,simpleRPI,margin,ptsScored,ptsAllowed,team,home,pointsScored,fieldGoalMade,fieldGoalAttempt,fieldGoalPercent,threePointMade,threePointAttempt,threePointPercent,freeThrowMade,freeThrowAttempt,freeThrowPercent,offensiveRebound,defensiveRebound,totalRebound,assist,turnover,steal,block,personalFoul,team,home,pointsScored,fieldGoalMade,fieldGoalAttempt,fieldGoalPercent,threePointMade,threePointAttempt,threePointPercent,freeThrowMade,freeThrowAttempt,freeThrowPercent,offensiveRebound,defensiveRebound,totalRebound,assist,turnover,steal,block,personalFoul
2,Rutgers,3/1/17,0,Wisconsin ,0,84,91.1,-7.1,66.2,0.71,72.7,30,17.6,44.2,72.7,50,3.1,197,-6,55,61,Rutgers,0,51,19,57,0.333333333,4,15,0.266666667,9,12,0.75,12,16,28,9,15,9,2,21,Wisconsin,1,62,23,58,0.396551724,7,17,0.411764706,9,15,0.6,11,27,37,13,17,3,5,16
1,Rutgers,1/4/16,0,Iowa ,0,94.3,101.6,-7.2,68.4,0.93,50,45.3,33.3,35,68,55.2,10,55,-4,65,69,Rutgers,0,63,25,61,0.409836066,4,12,0.333333333,8,12,0.666666667,10,22,32,14,13,6,5,19,Iowa,1,70,25,57,0.438596491,5,17,0.294117647,15,21,0.714285714,9,23,32,16,16,6,5,13
1,Rutgers,1/16/16,0,Nebraska ,0,88.1,103.4,-15.3,62.1,0.79,55.6,43.4,9.1,38.1,88.2,37.5,5.4,88,-11,54,65,Rutgers,0,63,25,61,0.409836066,4,12,0.333333333,8,12,0.666666667,10,22,32,14,13,6,5,19,Nebraska,1,71,26,58,0.448275862,5,14,0.357142857,12,19,0.631578947,7,27,34,17,14,6,2,16
1,Rutgers,1/27/16,0,Indiana ,0,72.1,97.7,-25.6,66,0.83,62.5,38.1,25,14.3,70.6,38.9,17.2,49,-16,48,64,Rutgers,0,63,25,61,0.409836066,4,12,0.333333333,8,12,0.666666667,10,22,32,14,13,6,5,19,Indiana,1,73,25,58,0.431034483,6,18,0.333333333,18,24,0.75,8,26,34,16,12,7,3,17
1,Rutgers,2/4/16,0,Minnesota ,0,104.2,122.7,-18.4,69.2,1.01,70.6,42.9,42.9,33.3,55.9,70.4,18.4,73,-13,72,85,Rutgers,0,63,25,61,0.409836066,4,12,0.333333333,8,12,0.666666667,10,22,32,14,13,6,5,19,Minnesota,1,89,34,71,0.478873239,9,21,0.428571429,13,17,0.764705882,11,24,36,16,12,6,3,17
1,Rutgers,2/13/16,0,Illinois ,1,92.5,84.4,8,67.2,0.97,73.3,43.6,31.6,20.5,71.4,60.9,15,151,7,63,56,Rutgers,0,63,25,61,0.409836066,4,12,0.333333333,8,12,0.666666667,10,22,32,14,13,6,5,19,Illinois,1,62,23,64,0.359375,7,24,0.291666667,9,13,0.692307692,8,23,31,11,13,5,4,18
1,Rutgers,2/25/16,0,Purdue ,0,92.9,100,-7.1,65.4,0.88,45.5,50,8.3,45.2,76.5,64.5,5.7,65,-6,68,74,Rutgers,0,63,25,61,0.409836066,4,12,0.333333333,8,12,0.666666667,10,22,32,14,13,6,5,19,Purdue,1,70,26,59,0.440677966,5,13,0.384615385,15,21,0.714285714,11,22,33,17,14,10,6,16
1,Rutgers,3/3/16,0,Nebraska ,1,102.8,98.8,3.9,64,0.9,45.5,44.8,30,40.5,75,55.2,7.9,88,3,66,63,Rutgers,0,63,25,61,0.409836066,4,12,0.333333333,8,12,0.666666667,10,22,32,14,13,6,5,19,Nebraska,1,71,26,58,0.448275862,5,14,0.357142857,12,19,0.631578947,7,27,34,17,14,6,2,16
4,Illinois,1/6/19,0,Minnesota ,1,96.5,92.4,4.1,68.1,0.98,60,37.5,52.9,35.9,52.3,55.6,18.8,85,4,66,62,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Minnesota,1,68,24,62,0.387096774,6,18,0.333333333,15,21,0.714285714,14,22,36,14,13,6,3,15
4,Illinois,1/12/19,0,Penn St. ,0,72,91.6,-19.7,67.2,0.79,66.7,41.2,19,28.2,75.8,50,10.8,125,-14,48,62,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Penn St.,1,66,23,63,0.365079365,6,19,0.315789474,13,19,0.684210526,10,19,29,11,11,9,3,17
4,Illinois,1/24/19,0,Michigan St. ,0,85.1,111.4,-26.3,69.8,0.93,65,37.1,35,7.7,66.7,75,9.4,38,-17,60,77,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Michigan St.,1,75,27,60,0.45,6,18,0.333333333,16,20,0.8,11,25,36,19,12,7,4,19
4,Illinois,1/31/19,0,Ohio St. ,0,95.2,105.7,-10.4,74,1.05,80,46.2,33.3,26.5,85.7,37.5,7.4,89,-8,70,78,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Ohio St.,1,64,21,51,0.411764706,6,17,0.352941176,17,24,0.708333333,8,23,30,11,17,8,2,18
4,Illinois,2/7/19,0,Purdue ,0,74.9,108.2,-33.3,66.7,0.69,62.5,30.6,25,34,67.9,75,16.7,74,-22,50,72,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Purdue,1,61,22,52,0.423076923,6,15,0.4,11,15,0.733333333,8,22,30,14,14,6,6,14
4,Illinois,2/14/19,0,Iowa ,0,97,129.7,-32.7,67.9,0.96,84.2,40,30,20.5,58.1,59.1,7,9,-22,66,88,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Iowa,1,78,30,58,0.517241379,4,14,0.285714286,14,18,0.777777778,7,26,33,22,12,6,4,13
4,Illinois,2/20/19,0,Wisconsin ,0,92.7,101,-8.3,73.6,1.03,66.7,45.9,37.5,10.8,71.9,42.3,7.9,163,-8,67,75,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Wisconsin,1,66,24,55,0.436363636,4,12,0.333333333,15,23,0.652173913,9,22,31,13,15,8,6,15
4,Illinois,3/2/19,0,Maryland ,0,90.9,105.9,-15,68,0.92,63.6,34.1,42.9,28.6,60.5,65.2,9.1,17,-9,62,71,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Maryland,1,75,27,60,0.45,7,16,0.4375,14,18,0.777777778,10,26,36,16,12,6,5,16
4,Illinois,3/6/19,0,Purdue ,0,97,114.2,-17.2,62.8,0.97,83.3,48.9,25,26.5,47.1,34.6,15,74,-12,60,72,Illinois,0,59,23,60,0.383333333,6,20,0.3,8,12,0.666666667,8,20,28,12,12,7,4,19,Purdue,1,61,22,52,0.423076923,6,15,0.4,11,15,0.733333333,8,22,30,14,14,6,6,14
3,Illinois,12/28/17,0,Maryland ,0,85.2,131.2,-46,76.2,0.86,88.9,35.3,35,33.3,44.2,48,12.2,18,-35,65,100,Illinois,0,53,20,60,0.333333333,5,17,0.294117647,8,11,0.727272727,11,20,31,9,15,4,5,19,Maryland,1,81,31,67,0.462686567,8,17,0.470588235,13,19,0.684210526,15,26,40,17,12,8,4,14
3,Illinois,1/3/18,0,Rutgers ,0,56,115.9,-59.8,65.8,0.63,42.1,30.2,14.3,34.1,58.8,35.7,4.7,34,-39,37,76,Illinois,0,53,20,60,0.333333333,5,17,0.294117647,8,11,0.727272727,11,20,31,9,15,4,5,19,Rutgers,1,61,23,58,0.396551724,5,15,0.333333333,10,15,0.666666667,13,18,31,12,14,12,6,16
3,Illinois,1/20/18,0,Michigan ,0,58.8,121.7,-62.9,71,0.62,33.3,28.9,23.8,36.2,57.6,55.6,6.1,30,-44,42,86,Illinois,0,53,20,60,0.333333333,5,17,0.294117647,8,11,0.727272727,11,20,31,9,15,4,5,19,Michigan,1,81,30,60,0.5,10,18,0.555555556,13,16,0.8125,12,26,37,18,14,7,3,15
3,Illinois,2/1/18,0,Nebraska ,0,68.9,88.4,-19.5,69.2,0.72,76.9,26.2,29.4,27.3,71.8,37.5,10.8,56,-15,47,62,Illinois,0,53,20,60,0.333333333,5,17,0.294117647,8,11,0.727272727,11,20,31,9,15,4,5,19,Nebraska,1,61,23,56,0.410714286,6,21,0.285714286,9,14,0.642857143,6,30,36,17,20,6,5,16
3,Illinois,2/8/18,0,Indiana ,0,84.6,112.4,-27.7,63,0.93,100,51.5,19,28.1,59.3,23.8,16,29,-16,54,70,Illinois,0,53,20,60,0.333333333,5,17,0.294117647,8,11,0.727272727,11,20,31,9,15,4,5,19,Indiana,1,67,24,52,0.461538462,6,17,0.352941176,14,18,0.777777778,6,22,29,12,15,7,5,16
3,Illinois,2/21/18,0,Purdue ,0,80.5,98,-17.5,64.3,0.8,60,27.9,44.4,25.6,61.8,60,2.8,48,-13,51,64,Illinois,0,53,20,60,0.333333333,5,17,0.294117647,8,11,0.727272727,11,20,31,9,15,4,5,19,Purdue,1,63,24,54,0.444444444,5,14,0.357142857,12,16,0.75,10,23,32,16,13,6,5,11
2,Illinois,1/1/17,0,Michigan St. ,0,72.6,105.8,-33.1,65.9,0.83,83.3,35.5,25,16.7,66.7,62.5,8.3,48,-24,47,71,Illinois,0,59,22,61,0.360655738,7,22,0.318181818,8,11,0.727272727,6,23,29,11,13,8,3,19,Michigan St.,1,78,29,64,0.453125,8,25,0.32,11,15,0.733333333,11,27,38,22,14,6,4,22
2,Illinois,1/11/17,0,Iowa ,0,79.7,106.9,-27.2,72.9,0.91,50,48.9,21.4,16.2,62.2,24,7.7,45,-20,58,78,Illinois,0,59,22,61,0.360655738,7,22,0.318181818,8,11,0.727272727,6,23,29,11,13,8,3,19,Iowa,1,76,28,59,0.474576271,6,19,0.315789474,15,20,0.75,10,26,36,18,15,6,3,13
2,Illinois,1/18/17,0,Minnesota ,0,69.6,109.2,-39.5,71.6,0.74,75,40.4,11.8,18.2,63.2,42.9,8.3,55,-28,50,78,Illinois,0,59,22,61,0.360655738,7,22,0.318181818,8,11,0.727272727,6,23,29,11,13,8,3,19,Minnesota,1,74,25,62,0.403225806,6,21,0.285714286,18,24,0.75,12,25,37,14,14,7,3,17
2,Illinois,2/9/17,0,Maryland ,0,77.3,111,-33.8,76,0.88,80,26.2,47.8,20.9,53.7,63.6,8.9,15,-25,59,84,Illinois,0,59,22,61,0.360655738,7,22,0.318181818,8,11,0.727272727,6,23,29,11,13,8,3,19,Maryland,1,89,33,64,0.515625,7,18,0.388888889,16,22,0.727272727,14,28,41,20,17,10,5,14
2,Illinois,2/19/17,0,Northwestern ,0,72.8,88.8,-16,73.5,0.83,62.5,35.7,33.3,15.4,69.2,71.4,10.5,64,-13,53,66,Illinois,0,59,22,61,0.360655738,7,22,0.318181818,8,11,0.727272727,6,23,29,11,13,8,3,19,Northwestern,1,71,25,59,0.423728814,6,17,0.352941176,15,19,0.789473684,8,25,33,17,15,8,4,16
2,Illinois,2/22/17,0,Wisconsin ,0,77.3,82.7,-5.4,71.2,0.83,53.3,43.2,22.7,17.1,76.3,33.3,14.7,197,-4,55,59,Illinois,0,59,22,61,0.360655738,7,22,0.318181818,8,11,0.727272727,6,23,29,11,13,8,3,19,Wisconsin,1,62,23,58,0.396551724,7,17,0.411764706,9,15,0.6,11,27,37,13,17,3,5,16
2,Illinois,3/1/17,0,Nebraska ,1,115.4,102.5,13,68.4,1.11,77.3,34.5,43.8,20,71,70.8,7.1,157,9,79,70,Illinois,0,59,22,61,0.360655738,7,22,0.318181818,8,11,0.727272727,6,23,29,11,13,8,3,19,Nebraska,1,59,22,57,0.385964912,6,19,0.315789474,9,15,0.6,10,21,30,14,15,7,2,16
2,Illinois,3/2/17,0,Purdue ,0,88.9,107.4,-18.6,66.2,0.98,77.8,50,28,30.3,77.4,59.1,5.3,43,-14,58,72,Illinois,0,59,22,61,0.360655738,7,22,0.318181818,8,11,0.727272727,6,23,29,11,13,8,3,19,Purdue,1,67,26,60,0.433333333,3,15,0.2,12,18,0.666666667,11,23,34,17,15,10,5,14
1,Illinois,1/3/16,0,Purdue ,0,84.9,90,-5.1,76.6,0.87,56.2,45.2,24,26.2,75,60,9.8,65,-4,65,69,Illinois,0,67,26,63,0.412698413,7,22,0.318181818,8,11,0.727272727,7,21,29,14,12,7,4,18,Purdue,1,70,26,59,0.440677966,5,13,0.384615385,15,21,0.714285714,11,22,33,17,14,10,6,16
1,Illinois,1/10/16,0,Nebraska ,0,71.5,94.4,-22.9,78.5,0.74,60,42,13.6,22,70,25,7.5,88,-16,57,73,Illinois,0,67,26,63,0.412698413,7,22,0.318181818,8,11,0.727272727,7,21,29,14,12,7,4,18,Nebraska,1,71,26,58,0.448275862,5,14,0.357142857,12,19,0.631578947,7,27,34,17,14,6,2,16
1,Illinois,1/13/16,0,Rutgers ,0,85.3,107.6,-22.3,62.8,0.93,71.4,45.2,29.2,11.4,59.3,33.3,8.9,53,-13,54,67,Illinois,0,67,26,63,0.412698413,7,22,0.318181818,8,11,0.727272727,7,21,29,14,12,7,4,18,Rutgers,1,64,25,56,0.446428571,3,11,0.272727273,10,14,0.714285714,8,25,32,15,11,6,6,14
1,Illinois,1/20/16,0,Indiana ,0,97.2,101.5,-4.3,67.4,1.03,50,46.5,42.1,32.4,67.6,50,18.4,49,-2,66,68,Illinois,0,67,26,63,0.412698413,7,22,0.318181818,8,11,0.727272727,7,21,29,14,12,7,4,18,Indiana,1,73,25,58,0.431034483,6,18,0.333333333,18,24,0.75,8,26,34,16,12,7,3,17
1,Illinois,1/26/16,0,Minnesota ,0,108.6,111.5,-2.9,72.2,1,75,50,32,35.7,69,72.7,17.1,73,-5,77,82,Illinois,0,67,26,63,0.412698413,7,22,0.318181818,8,11,0.727272727,7,21,29,14,12,7,4,18,Minnesota,1,89,34,71,0.478873239,9,21,0.428571429,13,17,0.764705882,11,24,36,16,12,6,3,17
1,Illinois,2/7/16,0,Michigan ,0,100.2,117.9,-17.8,82.1,1.19,80,47.4,45,16.7,72,55.6,5,47,-13,83,96,Illinois,0,67,26,63,0.412698413,7,22,0.318181818,8,11,0.727272727,7,21,29,14,12,7,4,18,Michigan,1,82,30,62,0.483870968,7,18,0.388888889,14,18,0.777777778,8,22,30,17,14,7,2,16
1,Illinois,2/17/16,0,Wisconsin ,1,111.4,80.9,30.5,68.7,1.31,72.7,57.6,50,21.7,81,58.6,13.9,177,20,76,56,Illinois,0,67,26,63,0.412698413,7,22,0.318181818,8,11,0.727272727,7,21,29,14,12,7,4,18,Wisconsin,1,58,23,59,0.389830508,6,17,0.352941176,7,12,0.583333333,7,14,21,11,11,6,2,11
1,Illinois,2/27/16,0,Iowa ,0,83.8,94.9,-11.1,65.5,0.86,87.5,43.6,22.7,20,65.7,63.6,10.3,55,-5,56,61,Illinois,0,67,26,63,0.412698413,7,22,0.318181818,8,11,0.727272727,7,21,29,14,12,7,4,18,Iowa,1,70,25,57,0.438596491,5,17,0.294117647,15,21,0.714285714,9,23,32,16,16,6,5,13
2,Northwestern,12/28/16,0,Nebraska ,1,89.1,85.7,3.4,68.7,0.93,56.2,47.5,26.3,28.9,62.5,54.2,10,157,4,62,58,Northwestern,0,60,23,62,0.370967742,4,14,0.285714286,9,14,0.642857143,10,22,32,13,16,9,6,16,Nebraska,1,59,22,57,0.385964912,6,19,0.315789474,9,15,0.6,10,21,30,14,15,7,2,16
2,Northwestern,1/7/17,0,Maryland ,0,82.3,121.7,-39.4,78.9,0.94,76.2,47.9,9.1,21.1,56.4,33.3,10.9,15,-31,65,96,Northwestern,0,60,23,62,0.370967742,4,14,0.285714286,9,14,0.642857143,10,22,32,13,16,9,6,16,Maryland,1,89,33,64,0.515625,7,18,0.388888889,16,22,0.727272727,14,28,41,20,17,10,5,14
2,Northwestern,1/29/17,0,Rutgers ,1,89,59.4,29.6,62.1,1.06,50,45.5,46.7,28.6,61.4,72.7,13.9,198,18,55,37,Northwestern,0,60,23,62,0.370967742,4,14,0.285714286,9,14,0.642857143,10,22,32,13,16,9,6,16,Rutgers,1,53,21,57,0.368421053,6,16,0.375,6,9,0.666666667,10,20,30,14,15,10,4,16
2,Northwestern,2/11/17,0,Indiana ,0,62.4,104.5,-42,62,0.71,50,40,9.1,25.7,56.1,58.8,10.4,49,-28,38,66,Northwestern,0,60,23,62,0.370967742,4,14,0.285714286,9,14,0.642857143,10,22,32,13,16,9,6,16,Indiana,1,71,26,63,0.412698413,6,18,0.333333333,14,19,0.736842105,10,23,33,17,11,7,2,16
2,Northwestern,2/13/17,0,Minnesota ,0,81.2,97.1,-15.9,74.1,0.86,86.7,42.9,13.3,28.6,59.1,60.9,13.9,55,-10,61,71,Northwestern,0,60,23,62,0.370967742,4,14,0.285714286,9,14,0.642857143,10,22,32,13,16,9,6,16,Minnesota,1,74,25,62,0.403225806,6,21,0.285714286,18,24,0.75,12,25,37,14,14,7,3,17
2,Northwestern,2/16/17,0,Iowa ,0,79.5,106.3,-26.9,73.8,0.74,72.7,32.1,27.8,26.4,65.7,47.8,4.9,45,-19,59,78,Northwestern,0,60,23,62,0.370967742,4,14,0.285714286,9,14,0.642857143,10,22,32,13,16,9,6,16,Iowa,1,76,28,59,0.474576271,6,19,0.315789474,15,20,0.75,10,26,36,18,15,6,3,13
2,Northwestern,2/26/17,0,Purdue ,0,89.8,92.8,-3,65.7,0.91,75,41,30,30.8,69.7,77.3,23.1,43,-2,59,61,Northwestern,0,60,23,62,0.370967742,4,14,0.285714286,9,14,0.642857143,10,22,32,13,16,9,6,16,Purdue,1,67,26,60,0.433333333,3,15,0.2,12,18,0.666666667,11,23,34,17,15,10,5,14
2,Northwestern,3/2/17,0,Iowa ,1,106.8,98.5,8.3,73.5,1.04,78.9,47.4,33.3,47.4,67.7,46.7,16.7,45,5,78,73,Northwestern,0,60,23,62,0.370967742,4,14,0.285714286,9,14,0.642857143,10,22,32,13,16,9,6,16,Iowa,1,76,28,59,0.474576271,6,19,0.315789474,15,20,0.75,10,26,36,18,15,6,3,13
1,Northwestern,1/17/16,0,Maryland ,0,78.3,105.8,-27.5,77.4,0.8,61.5,45.3,11.1,23.9,54.1,26.9,13.3,9,-18,62,80,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Maryland,1,84,32,65,0.492307692,7,16,0.4375,13,17,0.764705882,13,28,41,19,16,7,4,14
1,Northwestern,1/20/16,0,Minnesota ,0,113.3,115,-1.7,81.9,1.21,84.6,52.2,45.8,35.1,65,65.7,9.3,73,-3,92,95,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Minnesota,1,89,34,71,0.478873239,9,21,0.428571429,13,17,0.764705882,11,24,36,16,12,6,3,17
1,Northwestern,2/4/16,0,Illinois ,1,93.3,80.7,12.6,73.5,0.92,65.2,53.3,10.5,41.9,70.2,34.6,15.8,151,10,69,59,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Illinois,1,62,23,64,0.359375,7,24,0.291666667,9,13,0.692307692,8,23,31,11,13,5,4,18
1,Northwestern,2/10/16,0,Rutgers ,0,94.7,97.1,-2.5,62.6,0.86,57.1,35.4,41.2,35.7,62.2,37.5,10.4,53,-2,59,61,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Rutgers,1,64,25,56,0.446428571,3,11,0.272727273,10,14,0.714285714,8,25,32,15,11,6,6,14
1,Northwestern,2/20/16,0,Wisconsin ,1,108.2,85.2,23,63.9,1.08,87.5,53.3,23.1,41.9,68.4,29.6,8.2,177,18,71,53,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Wisconsin,1,58,23,59,0.389830508,6,17,0.352941176,7,12,0.583333333,7,14,21,11,11,6,2,11
1,Northwestern,2/28/16,0,Nebraska ,0,86.5,98.4,-11.9,77.4,0.89,65,44.7,21.1,10.9,67.5,28,13.3,88,-9,67,76,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Nebraska,1,71,26,58,0.448275862,5,14,0.357142857,12,19,0.631578947,7,27,34,17,14,6,2,16
1,Northwestern,3/2/16,0,Wisconsin ,1,98,94.5,3.5,68.3,0.89,66.7,35.7,38.1,29.4,71.7,42.9,15.3,177,4,76,72,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Wisconsin,1,58,23,59,0.389830508,6,17,0.352941176,7,12,0.583333333,7,14,21,11,11,6,2,11
1,Northwestern,3/3/16,0,Minnesota ,1,105.8,93.1,12.7,79.5,1.01,79.2,42.2,33.3,40.4,71.4,64.3,10.9,73,10,84,74,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Minnesota,1,89,34,71,0.478873239,9,21,0.428571429,13,17,0.764705882,11,24,36,16,12,6,3,17
1,Northwestern,3/4/16,0,Indiana ,1,105.2,97.4,7.8,75,1.04,66.7,50,33.3,30,63,43.8,16.3,49,6,79,73,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Indiana,1,73,25,58,0.431034483,6,18,0.333333333,18,24,0.75,8,26,34,16,12,7,3,17
1,Northwestern,3/5/16,0,Maryland ,0,95.1,123,-27.9,66.4,0.82,81.8,38,25,35.4,56.7,45.8,5.1,9,-21,62,83,Northwestern,0,75,28,70,0.4,6,21,0.285714286,13,17,0.764705882,14,25,39,14,11,7,5,20,Maryland,1,84,32,65,0.492307692,7,16,0.4375,13,17,0.764705882,13,28,41,19,16,7,4,14
4,Maryland,12/28/18,0,Penn St. ,1,100.8,79.2,21.6,76.7,1.08,66.7,46.9,45.5,41.2,80.9,53.6,8.1,125,16,77,61,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Penn St.,1,66,23,63,0.365079365,6,19,0.315789474,13,19,0.684210526,10,19,29,11,11,9,3,17
4,Maryland,1/8/19,0,Nebraska ,1,109.1,87.4,21.7,73.2,1.2,63.6,48.9,58.8,29.4,65.9,46.9,10.9,81,18,81,63,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Nebraska,1,66,22,57,0.385964912,7,20,0.35,14,20,0.7,8,23,31,13,14,7,7,17
4,Maryland,1/17/19,0,Michigan St. ,0,92.5,117.6,-25.2,65.2,0.95,64,48.7,16.7,28.6,62.5,66.7,2.6,38,-17,60,77,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Michigan St.,1,75,27,60,0.45,6,18,0.333333333,16,20,0.8,11,25,36,19,12,7,4,19
4,Maryland,1/24/19,0,Ohio St. ,1,96,81.2,14.8,71.5,1.17,60.9,54.3,42.9,37,64.1,60,7.1,89,13,70,57,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Ohio St.,1,64,21,51,0.411764706,6,17,0.352941176,17,24,0.708333333,8,23,30,11,17,8,2,18
4,Maryland,1/27/19,0,Indiana ,1,96.8,74.1,22.6,77,0.96,61.1,48.3,23.1,35,75.7,48.4,12.5,39,20,76,56,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Indiana,1,68,24,58,0.413793103,6,16,0.375,15,21,0.714285714,9,25,34,12,14,6,3,18
4,Maryland,2/4/19,0,Illinois ,1,118.6,94,24.6,68.8,1.09,77.3,51.2,31.8,42.9,70.7,64.3,15.4,192,14,80,66,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Illinois,1,65,25,61,0.409836066,7,24,0.291666667,9,11,0.818181818,8,20,28,13,11,5,4,18
4,Maryland,2/10/19,0,Rutgers ,1,91.1,68.4,22.6,108.8,1.21,70.6,63.3,30.8,31.8,75.7,65.2,8.1,31,14,62,48,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Rutgers,1,64,23,56,0.410714286,5,16,0.3125,13,17,0.764705882,10,24,34,14,15,11,6,19
4,Maryland,2/17/19,0,Iowa ,0,97.6,116.6,-19,74.7,0.93,50,46.2,30.4,39.1,59.4,41.9,6.4,9,-13,73,86,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Iowa,1,78,30,58,0.517241379,4,14,0.285714286,14,18,0.777777778,7,26,33,22,12,6,4,13
4,Maryland,2/25/19,0,Purdue ,1,84.6,78.2,6.4,69.4,0.88,66.7,43.5,18.2,37.8,74.4,59.1,25.6,74,3,58,55,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Purdue,1,61,22,52,0.423076923,6,15,0.4,11,15,0.733333333,8,22,30,14,14,6,6,14
4,Maryland,3/8/19,0,Michigan St. ,1,102.2,78.1,24.2,70,1.17,63.6,53.8,45.5,37.9,70.8,76.9,13.6,38,16,71,55,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Michigan St.,1,75,27,60,0.45,6,18,0.333333333,16,20,0.8,11,25,36,19,12,7,4,19
4,Maryland,3/9/19,0,Michigan ,1,111.3,113.2,-1.9,64.9,1.13,68.8,57.9,31.6,46.7,55.6,64.3,31.7,46,1,73,72,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Michigan,1,73,27,58,0.465517241,5,12,0.416666667,15,20,0.75,11,22,33,13,17,7,3,15
4,Maryland,3/10/19,0,Iowa ,0,94.9,115,-20.1,79.2,1,76.5,49.1,23.1,30.8,71.9,60,4.3,9,-14,76,90,Maryland,0,72,27,60,0.45,5,15,0.333333333,12,19,0.631578947,11,24,35,16,15,7,5,17,Iowa,1,78,30,58,0.517241379,4,14,0.285714286,14,18,0.777777778,7,26,33,22,12,6,4,13
3,Maryland,1/7/18,0,Wisconsin ,1,109.7,66.9,42.9,65.2,1.13,83.3,47.2,42.9,37.9,81.6,42.3,10.8,187,27,71,44,Maryland,0,69,26,60,0.433333333,4,12,0.333333333,14,19,0.736842105,12,23,35,14,13,9,4,15,Wisconsin,1,55,21,52,0.403846154,5,15,0.333333333,8,12,0.666666667,7,22,30,12,16,5,3,13
3,Maryland,2/4/18,0,Nebraska ,1,94.2,86.8,7.4,66.8,0.93,60.9,41.3,33.3,47.4,77.5,56.5,12.8,56,7,64,57,Maryland,0,69,26,60,0.433333333,4,12,0.333333333,14,19,0.736842105,12,23,35,14,13,9,4,15,Nebraska,1,61,23,56,0.410714286,6,21,0.285714286,9,14,0.642857143,6,30,36,17,20,6,5,16
3,Maryland,2/8/18,0,Michigan St. ,1,103.5,92.3,11.2,73.5,1.08,83.3,40.4,50,37.1,57.1,56,4.4,58,8,76,68,Maryland,0,69,26,60,0.433333333,4,12,0.333333333,14,19,0.736842105,12,23,35,14,13,9,4,15,Michigan St.,1,68,25,63,0.396825397,5,19,0.263157895,12,16,0.75,13,22,36,17,13,8,4,16
